cellLine,drug,ic50_CCLE,auc_CCLE,ic50_GDSC,auc_GDSC
KARPAS-299,Sorafenib,8,0.02175,94.8124756228797,0.010752
KARPAS-422,Sorafenib,8,0,256.437764078857,0.00372600000000001
KG-1,Sorafenib,8,0.0311125,1.47935473079872,0.200315
KNS-42,Sorafenib,8,0,37.123715604032,0.031779
KNS-81-FD,Sorafenib,8,0,45.4058068021749,0.027359
K052,Sorafenib,0.269100364,0.038075,2.74615842859853,0.139296
KU812,Sorafenib,8,0,298.612874385157,0.00614999999999999
KURAMOCHI,Sorafenib,0.585202599,0,84.9484838159115,0.020869
L-363,Sorafenib,4.853794575,0.11582375,499.225551179922,0.00214199999999998
L-428,Sorafenib,5.844584942,0.0935875,203.140935154836,0.00383500000000003
LOXIMVI,Sorafenib,8,0.0556625,263.135734551567,0.00622999999999996
LP-1,Sorafenib,0.774890772,0,33.9955964482408,0.020967
LS-123,Sorafenib,8,0,107.498941391683,0.01015
LS-411N,Sorafenib,8,0.0468,86.7013105856163,0.015741
LS-513,Sorafenib,8,0.015125,130.373316436653,0.016305
MC116,Sorafenib,8,0.05045,32.0826376298416,0.0686020000000001
MEG-01,Sorafenib,8,0.01148625,1.80979757136786,0.159377
MPP-89,Sorafenib,8,0,159.43239873498,0.00759100000000001
MSTO-211H,Sorafenib,6.981843472,0.0602,53.0941631308611,0.017089
NCI-H1092,Sorafenib,8,0,222.774711840995,0.00612900000000005
NCI-H1155,Sorafenib,8,0,285.380106874137,0.005938
NCI-H1299,Sorafenib,8,0.0954125,13.2910649341473,0.047052
NCI-H1355,Sorafenib,8,0,303.349012782913,0.00392300000000001
NCI-H1581,Sorafenib,8,0,4.28798103092263,0.118211
NCI-H1648,Sorafenib,8,0.0159,63.5723101154889,0.0160709999999999
NCI-H1666,Sorafenib,8,0.0598,132.613250352108,0.00765800000000005
NCI-H1694,Sorafenib,8,0,14.481065956088,0.062338
NCI-H1975,Sorafenib,8,0,157.913592417795,0.00640499999999999
NCI-H226,Sorafenib,8,0.009875,670.868404997746,0.00205900000000003
NCI-H23,Sorafenib,8,0,21.399145685658,0.026127
NCI-H747,Sorafenib,8,0,11.1215981831301,0.052808
OCI-AML2,Sorafenib,2.15498209,0.2238,6.61062365738101,0.11781
ONS-76,Sorafenib,4.204772472,0.1064,27.3319951644631,0.047999
OPM-2,Sorafenib,8,0,39.8431700866946,0.036592
OVCAR-4,Sorafenib,5.216080189,0.0871625,2.21393173394228,0.164503
P31-FUJ,Sorafenib,4.265406132,0.0680625,525.807933174725,0.00215900000000002
PSN1,Sorafenib,8,0.0412875,65.1680944346225,0.026497
Raji,Sorafenib,8,0,56.9620353821369,0.015802
REH,Sorafenib,8,0,88.391074734104,0.03151
RKO,Sorafenib,8,0.107325,193.502029347728,0.00738399999999995
RL95-2,Sorafenib,8,0,136.323126796657,0.00766
RPMI-8402,Sorafenib,5.420713425,0.1021,98.6408030457042,0.01227
SF126,Sorafenib,6.239183426,0.055425,1.63811960223052,0.184329
SHP-77,Sorafenib,8,0,9.71662173565634,0.111437
SIG-M5,Sorafenib,5.054609299,0.14405,2.42241990188793,0.146849
SIMA,Sorafenib,4.717532419,0.06315,7.00101403005264,0.052186
SJSA-1,Sorafenib,8,0.0691,143.357570179464,0.01062
SK-LMS-1,Sorafenib,8,0,86.7225550090454,0.019298
SK-MEL-2,Sorafenib,8,0.024675,290.279717148422,0.00404899999999997
SK-MM-2,Sorafenib,4.777966022,0.09432625,34.9450560193578,0.038218
SK-N-DZ,Sorafenib,8,0,26.3414040564797,0.03813
SK-N-FI,Sorafenib,8,0,15.6533977179466,0.051501
NCI-SNU-1,Sorafenib,3.844271421,0.1122375,2.31620483676768,0.18344
NCI-SNU-16,Sorafenib,8,0.0944875,9.21025926268801,0.09757
SUP-T1,Sorafenib,8,0,914.674258268999,0.000937999999999994
TE-1,Sorafenib,8,0.004625,158.055936681024,0.00862399999999997
TE-15,Sorafenib,8,0,382.903117399454,0.00343300000000002
TE-5,Sorafenib,8,0.0048,3.13161861412406,0.134696
TE-9,Sorafenib,7.270143032,0.0606575,21.8513346050735,0.055889
U-87-MG,Sorafenib,8,0,540.10901564111,0.053544
UACC-257,Sorafenib,8,0.05915,13.5125515777795,0.072367
UACC-812,Sorafenib,8,0.0067125,216.101887963122,0.00633499999999998
22RV1,PD-0325901,8,0.385,4.70726942500429,0.029649
5637,PD-0325901,8,0.1708125,15.02965125146,0.00724199999999997
639-V,PD-0325901,8,0.308875,0.0104546439725537,0.279261
697,PD-0325901,8,0.2291,2.09158259099158,0.049681
769-P,PD-0325901,1.454271674,0.2325,1.1957564527887,0.179831
786-0,PD-0325901,8,0.138625,0.417395944702814,0.150231
8305C,PD-0325901,0.544444621,0.42625,0.196229772047768,0.161965
8505C,PD-0325901,0.377883375,0.3895,0.109240216555038,0.224353
8-MG-BA,PD-0325901,8,0.075875,2.53238108383318,0.034754
A204,PD-0325901,5.23065485,0.0653375,2.48396233273265,0.038258
A2058,PD-0325901,0.202899247,0.360375,0.461974307924386,0.236469
A253,PD-0325901,8,0.1707125,0.565410648687062,0.117657
A2780,PD-0325901,0.064197071,0.48875,8.76447833698334,0.012502
A375,PD-0325901,0.007476748,0.637,0.00155871580291216,0.555452
A549,PD-0325901,0.171543315,0.509875,0.022611424309632,0.333188
A673,PD-0325901,8,0.1324625,4.93447853186334,0.019024
ACHN,PD-0325901,8,0.226625,0.939934581771461,0.206543
AN3-CA,PD-0325901,8,0.1172875,1.68565295647103,0.052284
AsPC-1,PD-0325901,0.138186365,0.451,0.0452796307470545,0.226664
AU565,PD-0325901,8,0,0.666572078782895,0.153359
BCPAP,PD-0325901,1.604760051,0.357875,0.135245179945703,0.20429
BFTC-909,PD-0325901,8,0.1291625,14.4162782190007,0.049876
BL-41,PD-0325901,8,0,29.8318316621826,0.00217800000000001
BT-20,PD-0325901,8,0.0732,1.32857773783409,0.078055
BT-474,PD-0325901,8,0.1064625,7.4400308846573,0.012026
BT-549,PD-0325901,8,0,6.38057998522496,0.019357
BxPC-3,PD-0325901,0.252431244,0.355225,0.391155539056106,0.106063
C2BBe1,PD-0325901,8,0.35375,0.0285397050958042,0.352049
C32,PD-0325901,0.089522883,0.47825,0.00584423250871265,0.539777
C3A,PD-0325901,0.687534392,0.3440625,1.01654030087019,0.117839
CAL-12T,PD-0325901,0.309053719,0.3415,1.07163015665392,0.129091
CAL-27,PD-0325901,0.133890107,0.423,0.120612059962456,0.224636
CAL-85-1,PD-0325901,0.679533243,0.3117875,0.24705136710199,0.179278
Calu-3,PD-0325901,3.064517498,0.2227175,10.3699790293775,0.010623
Calu-6,PD-0325901,0.162139654,0.457125,0.91715480883346,0.052327
CAMA-1,PD-0325901,8,0.0613375,8.5216160492772,0.089191
Capan-2,PD-0325901,0.077857971,0.47375,0.271255255282984,0.179348
CAS-1,PD-0325901,8,0.110275,5.91441150197699,0.017412
CHL-1,PD-0325901,8,0.155625,0.181505921584414,0.187748
CHP-212,PD-0325901,0.005780043,0.76,0.000457527758853381,0.507927
COLO-205,PD-0325901,0.00600136,0.765,0.0199549708753284,0.364713
COLO-320-HSR,PD-0325901,8,0,20.4569770430319,0.00425900000000001
COLO-678,PD-0325901,0.227784306,0.402375,0.173310585879059,0.19307
COLO-679,PD-0325901,0.012509198,0.6133625,0.0100139315552888,0.371243
COLO-741,PD-0325901,0.217735618,0.3160625,0.00709973371903103,0.262341
COR-L105,PD-0325901,1.19507885,0.2707375,0.0717149532587572,0.214557
COR-L23,PD-0325901,8,0.1000375,0.713584085267846,0.138991
Daoy,PD-0325901,8,0.02419875,5.72642255616438,0.018888
DBTRG-05MG,PD-0325901,8,0.387,0.334744742595319,0.171669
DEL,PD-0325901,8,0.131475,10.17692599099,0.016775
Detroit562,PD-0325901,8,0.18475,4.45257686781459,0.055734
DK-MG,PD-0325901,8,0.21275,0.179755802851646,0.190337
DMS-114,PD-0325901,8,0.0459,2.29074707960902,0.095283
DOHH-2,PD-0325901,8,0,10.6400161311726,0.010193
DU-145,PD-0325901,8,0.205025,20.2796110592276,0.003772
EB2,PD-0325901,8,0,31.1346391996099,0.00329599999999997
EFE-184,PD-0325901,8,0.227375,0.906326194189895,0.141272
EFM-19,PD-0325901,8,0,3.62413993193452,0.032124
EFO-21,PD-0325901,8,0.155,1.0392715135804,0.091262
EFO-27,PD-0325901,8,0.1984625,0.180840292338175,0.171751
EM-2,PD-0325901,0.034289107,0.559125,0.026659945726469,0.268807
ESS-1,PD-0325901,8,0.108175,1.96064009694355,0.040023
FADU,PD-0325901,2.066126823,0.33525,0.0346868717274957,0.333049
G-361,PD-0325901,0.024077827,0.554625,0.000254225471915019,0.378452
G-401,PD-0325901,2.883607388,0.25705,0.942906644178165,0.117343
G-402,PD-0325901,8,0.108,1.31335377599629,0.055665
GAMG,PD-0325901,8,0.03639375,0.497574990036983,0.08187
GB-1,PD-0325901,1.90375483,0.330875,3.79553736887529,0.0290049999999999
GCIY,PD-0325901,5.583405495,0.2215,0.484525605363648,0.137631
GCT,PD-0325901,8,0.2773625,12.272782430905,0.063945
GI-1,PD-0325901,8,0.0935625,3.01145093251956,0.040862
GMS-10,PD-0325901,8,0.1046,0.498722225773929,0.10618
H4,PD-0325901,8,0,1.20836716757713,0.091738
HCC1187,PD-0325901,8,0.1189875,5.09637753448081,0.054634
HCC1395,PD-0325901,8,0.1082375,96.1165002510569,0.073167
HCC1569,PD-0325901,8,0.0124625,2.51747395506009,0.0731540000000001
HCC1806,PD-0325901,8,0.295142857142857,0.858062790303455,0.081239
HCC1954,PD-0325901,8,0.22085,0.512080213101311,0.111883
HCC70,PD-0325901,1.253405809,0.160375,0.163927175763499,0.183284
HCT-116,PD-0325901,0.202401146,0.47875,0.290709148884975,0.140169
HCT-15,PD-0325901,8,0.213525,0.781833090872573,0.135629
HD-MY-Z,PD-0325901,0.022050716,0.6265,0.0711217558163373,0.250618
HEC-1,PD-0325901,8,0.30005125,9.91888980286444,0.01001
HGC-27,PD-0325901,8,0,14.3385540965412,0.00639299999999998
HH,PD-0325901,8,0,4.14793242810691,0.036108
HLE,PD-0325901,8,0.123275,0.787264500492082,0.085502
HOS,PD-0325901,8,0.0987,0.725785327522967,0.140657
HPAF-II,PD-0325901,0.566682398,0.3237,0.125078092093325,0.211585
Hs-578-T,PD-0325901,8,0.1877,0.0127866195815797,0.40648
HSC-2,PD-0325901,8,0,0.703760626373223,0.113049
HT,PD-0325901,8,0.04625,26.550697008034,0.00341599999999997
HT-1080,PD-0325901,0.446043372,0.35595,0.0858822591865522,0.242473
HT-1197,PD-0325901,8,0.306875,3.84357913922135,0.03029
HT-1376,PD-0325901,8,0.138525,1.25038687071247,0.100113
HT-144,PD-0325901,0.019130703,0.59375,0.00897407871514319,0.442257
HT-29,PD-0325901,0.011746166,0.640625,0.00668693938870684,0.479851
HuCCT1,PD-0325901,1.695538163,0.300125,0.261681281123522,0.164201
HuP-T3,PD-0325901,0.355318874,0.3260375,0.0279585562280755,0.243246
HuP-T4,PD-0325901,0.066378251,0.5265,0.0188528345950177,0.264197
IA-LM,PD-0325901,8,0.121125,0.0732755709892488,0.257144
IGROV-1,PD-0325901,8,0.2725,0.567204142710194,0.157175
IPC-298,PD-0325901,0.006270713,0.7375,0.0103462825262263,0.434283
IST-MES1,PD-0325901,8,0,1.41760666150421,0.062618
J82,PD-0325901,8,0.145625,14.0328779307056,0.052288
JVM-3,PD-0325901,8,0.3145,1.4010248436561,0.11836
KALS-1,PD-0325901,2.966596365,0.292,0.584236740925736,0.21741
KARPAS-299,PD-0325901,0.644625247,0.2445125,0.988833809903205,0.085942
KARPAS-422,PD-0325901,8,0.0266875,7.8015856383227,0.0122719999999999
KG-1,PD-0325901,0.371464181,0.358,2.53284961767173,0.040896
KLE,PD-0325901,8,0.065075,3.0675862053143,0.042453
KNS-42,PD-0325901,8,0.086375,8.93018400554224,0.011933
KNS-62,PD-0325901,1.194876909,0.321275,0.0699916030889641,0.241358
KNS-81-FD,PD-0325901,8,0.202825,2.56818647996489,0.046694
KP-4,PD-0325901,2.774494648,0.30225,1.65303666586596,0.169498
KU812,PD-0325901,0.042091515,0.615,0.0168356098819706,0.367322
KURAMOCHI,PD-0325901,8,0.2602375,0.944552508141825,0.121863
KYSE-140,PD-0325901,2.105214119,0.2551375,0.736879426930236,0.099075
KYSE-150,PD-0325901,8,0.0765,0.726714200844734,0.10316
KYSE-180,PD-0325901,8,0.093825,18.2843408083519,0.00426000000000004
KYSE-410,PD-0325901,8,0.1411125,0.104753846509465,0.218717
KYSE-450,PD-0325901,6.272626877,0.21825,2.81434625954183,0.080256
KYSE-510,PD-0325901,8,0,0.275045428613656,0.197687
KYSE-520,PD-0325901,2.899242401,0.30875,0.236354141300214,0.180857
KYSE-70,PD-0325901,0.640863359,0.380125,3.11193276187054,0.040157
L-363,PD-0325901,8,0,3.31517363218768,0.041347
L-428,PD-0325901,8,0,34.3289835906153,0.00209499999999996
LCLC-103H,PD-0325901,8,0,11.3542486014067,0.071384
LOXIMVI,PD-0325901,1.002676487,0.381875,0.0393882787733607,0.292498
LP-1,PD-0325901,8,0,18.4311653347464,0.00374200000000002
LS-123,PD-0325901,8,0.1913125,0.556495051772327,0.107258
LS-411N,PD-0325901,0.013036346,0.658125,0.338980735720356,0.160295
LS-513,PD-0325901,0.031874225,0.58725,0.114830746993861,0.204642
LU-99A,PD-0325901,0.253714144,0.3556,5.21153271687178,0.021039
M059J,PD-0325901,8,0.02325,15.6099885340324,0.00626499999999997
MC116,PD-0325901,8,0.027675,33.439037335897,0.00216799999999995
MCF7,PD-0325901,8,0.255,3.85794631829599,0.02386
MDA-MB-157,PD-0325901,8,0.0510375,10.5768642731481,0.00983500000000004
MDA-MB-175-VII,PD-0325901,3.983871937,0.0887,0.109259772303989,0.234987
MDA-MB-415,PD-0325901,8,0,1.20664043743379,0.100156
MDA-MB-453,PD-0325901,2.751912594,0.11575,23.9976281888547,0.00347699999999995
MDA-MB-468,PD-0325901,8,0.171125,0.128581285840965,0.202211
MEG-01,PD-0325901,0.276277214,0.4384,0.114524672368417,0.215989
MEL-HO,PD-0325901,0.01382275,0.65375,0.00949178112088226,0.417667
MES-SA,PD-0325901,8,0.0501625,18.9304928447776,0.096342
Mewo,PD-0325901,8,0.0872375,0.0144517899517758,0.249158
MFE-280,PD-0325901,8,0.165075,11.1178619538623,0.008552
MFE-296,PD-0325901,7.721744537,0.1337,1.3238590577527,0.10126
MG-63,PD-0325901,8,0.056575,0.330489959460194,0.17285
MHH-ES-1,PD-0325901,0.026637657,0.6184125,0.0960029844477622,0.242831
MIA-PaCa-2,PD-0325901,0.064959936,0.508875,0.0112775641542906,0.376492
MKN7,PD-0325901,8,0.059425,0.821146290215733,0.129347
MOLT-16,PD-0325901,8,0.0479125,11.4348075794453,0.0117930000000001
MPP-89,PD-0325901,8,0.060775,5.02103958043506,0.034481
MSTO-211H,PD-0325901,1.102446795,0.3448375,1.77036191953983,0.05419
NCI-H1048,PD-0325901,8,0.0707875,2.9524047270508,0.043239
NCI-H1092,PD-0325901,8,0,36.0102996886822,0.00205100000000003
NCI-H1155,PD-0325901,8,0.1043375,3.86096827320417,0.077921
NCI-H1299,PD-0325901,0.440331429,0.349625,0.1860585257858,0.182358
NCI-H1355,PD-0325901,0.519260585,0.415,0.124383095024156,0.197653
NCI-H1563,PD-0325901,8,0,0.219609568036984,0.173793
NCI-H1573,PD-0325901,1.578598022,0.3455,1.6363644789311,0.0592240000000001
NCI-H1581,PD-0325901,8,0.2328,0.873366495211313,0.112189
NCI-H1648,PD-0325901,8,0.030925,15.7745518634252,0.04955
NCI-H1650,PD-0325901,8,0,2.82476168006253,0.0387999999999999
NCI-H1651,PD-0325901,8,0,8.22560623238235,0.017979
NCI-H1666,PD-0325901,0.028687071,0.65625,0.0111690915350596,0.312868
NCI-H1693,PD-0325901,8,0.2265375,2.62345197951605,0.039681
NCI-H1694,PD-0325901,8,0.015525,3.46998752898549,0.0282829999999999
NCI-H1703,PD-0325901,8,0.02005,0.785726901885985,0.134807
NCI-H1792,PD-0325901,0.875140309,0.372125,0.764808349554511,0.144193
NCI-H1793,PD-0325901,8,0.273125,1.28912023842696,0.110101
NCI-H1975,PD-0325901,3.859478712,0.251375,0.213413645256666,0.180994
NCI-H2009,PD-0325901,0.734539926,0.338125,0.0440440504185519,0.25433
NCI-H2030,PD-0325901,8,0.29375,3.15086494229004,0.117755
NCI-H2052,PD-0325901,8,0.126875,13.4705928220568,0.00753099999999995
NCI-H2087,PD-0325901,0.054371227,0.535,0.101139856718128,0.227622
NCI-H2122,PD-0325901,0.035555024,0.67,0.606413004177605,0.240848
NCI-H2170,PD-0325901,8,0.0213125,16.5869625793737,0.00581299999999996
NCI-H2228,PD-0325901,3.938598871,0.228125,0.99589445090502,0.06764
NCI-H226,PD-0325901,8,0.32,5.45133209549008,0.024011
NCI-H23,PD-0325901,8,0.272175,0.215999972200364,0.178636
NCI-H2452,PD-0325901,8,0.132375,2.65915126880094,0.044809
NCI-H28,PD-0325901,4.119419098,0.30425,3.71695208329057,0.022917
NCI-H358,PD-0325901,0.084666125,0.47625,0.311965398364717,0.235091
NCI-H441,PD-0325901,8,0.271125,1.45034868509076,0.117237
NCI-H460,PD-0325901,8,0.1725,0.144655387959897,0.213679
NCI-H520,PD-0325901,8,0.0078375,2.93663979253076,0.034968
NCI-H522,PD-0325901,8,0.080225,4.22634266137817,0.0301439999999999
NCI-H650,PD-0325901,8,0.137625,15.1643761074376,0.006602
NCI-H661,PD-0325901,8,0,0.440034564268255,0.163751
NCI-H727,PD-0325901,0.020542197,0.35755,1.66681730053011,0.07844
NCI-H747,PD-0325901,0.022053087,0.595725,0.0349780345077426,0.280948
NCI-H810,PD-0325901,8,0,18.2045397537912,0.00612000000000001
NCI-N87,PD-0325901,5.074838161,0.208175,2.59378707792938,0.057599
OVCAR-3,PD-0325901,8,0.181,1.77078331582085,0.060365
NUGC-3,PD-0325901,8,0.3137125,0.351651377144311,0.156397
OC-314,PD-0325901,8,0.061075,0.706910650097942,0.099785
OCI-AML2,PD-0325901,0.0025,0.915,1.03964308314866e-05,0.330318
OE33,PD-0325901,1.207887888,0.2466875,1.71457630908536,0.046751
ONS-76,PD-0325901,0.045527395,0.52875,0.0145065936272717,0.390219
OPM-2,PD-0325901,8,0.12525,26.4254087515011,0.00341000000000002
OVCAR-4,PD-0325901,8,0.161625,2.527915373369,0.119288
OVCAR-8,PD-0325901,8,0.1231,1.62045504212072,0.052688
P12-ICHIKAWA,PD-0325901,8,0.2922875,13.9998973857624,0.00711600000000001
P31-FUJ,PD-0325901,0.020692002,0.549875,0.776189956073723,0.116265
Panc 03.27,PD-0325901,2.416165352,0.3097125,0.200848778469534,0.190298
Panc 10.05,PD-0325901,0.32165724,0.435625,0.541759014017941,0.114312
PC-14,PD-0325901,8,0.2405,14.2545763139886,0.00729400000000002
PC-3,PD-0325901,8,0,9.06860093228345,0.0121520000000001
PSN1,PD-0325901,0.246631786,0.4024375,0.0384475232472954,0.328609
Raji,PD-0325901,8,0.0685125,32.2056209184225,0.00208399999999997
RD,PD-0325901,0.25415495,0.358875,0.0670962582731317,0.208924
REH,PD-0325901,8,0,27.9845899571762,0.00229699999999999
RERF-LC-MS,PD-0325901,8,0.1321,0.454320673944676,0.129545
RKO,PD-0325901,0.123916917,0.43525,0.0520222899167836,0.265963
RL95-2,PD-0325901,0.063616872,0.50125,0.0253758333697967,0.357969
RPMI-7951,PD-0325901,8,0.171,0.309867342657836,0.139332
RPMI-8402,PD-0325901,8,0,27.6523855245758,0.00343199999999999
RT-112,PD-0325901,0.468805701,0.41875,0.0488226468000719,0.25417
RT4,PD-0325901,8,0.27805,3.65150349785376,0.036525
RVH-421,PD-0325901,0.019136582,0.568625,0.0126429187898768,0.314014
Saos-2,PD-0325901,8,0,0.978921327247396,0.056799
SBC-5,PD-0325901,1.338297009,0.2808,11.4070889516108,0.011564
SCC-25,PD-0325901,3.133640528,0.1808375,0.23219052868977,0.18321
SCC-9,PD-0325901,0.489884287,0.347475,13.2839561161859,0.00747200000000003
SF126,PD-0325901,6.89561224,0.16435,0.279033341699935,0.159786
SF295,PD-0325901,8,0.1217875,3.43272360493247,0.046173
SHP-77,PD-0325901,8,0.0882625,1.13356779556804,0.109235
SIMA,PD-0325901,1.338009119,0.33875,0.0456582484192204,0.244738
SJRH30,PD-0325901,8,0,4.94996744603308,0.017814
SJSA-1,PD-0325901,8,0.20035,0.123194853782636,0.180253
SK-CO-1,PD-0325901,0.127512574,0.46875,0.00945442871658161,0.452474
SK-HEP-1,PD-0325901,8,0.184675,0.181978996938757,0.207887
SK-LMS-1,PD-0325901,2.32338357,0.2596375,0.07755925919755,0.24122
SK-LU-1,PD-0325901,8,0.28025,0.287571141689641,0.150251
SK-MEL-2,PD-0325901,0.233818457,0.354025,0.0171629206217829,0.375025
SK-MEL-24,PD-0325901,0.080252647,0.45975,0.985681498890931,0.140318
SK-MEL-30,PD-0325901,0.012090529,0.6475,1.19698632246687,0.091381
SK-MEL-5,PD-0325901,0.013439163,0.578375,0.0120079541853763,0.417096
SK-MES-1,PD-0325901,0.864690185,0.234125,0.320843440220022,0.143901
SK-MM-2,PD-0325901,8,0.28375,43.9459733039084,0.00198799999999999
SK-N-AS,PD-0325901,0.056742616,0.49125,0.0145832305918752,0.354733
SK-N-DZ,PD-0325901,8,0.04165,5.6673463935647,0.019414
SK-N-FI,PD-0325901,8,0.2371875,0.304008383698679,0.163494
SK-OV-3,PD-0325901,8,0.08455,1.88435389335931,0.116015
SNG-M,PD-0325901,8,0.1609625,12.0077947330259,0.00808299999999995
NCI-SNU-1,PD-0325901,0.07532502,0.5025,10.4792069152127,0.011049
NCI-SNU-16,PD-0325901,8,0.0877,24.6211541940334,0.00350600000000001
SNU-387,PD-0325901,8,0.0605375,0.0282575387099585,0.225397
SNU-423,PD-0325901,8,0.0532625,0.517064838178321,0.147708
SNU-449,PD-0325901,8,0.1098375,0.575192219077941,0.152031
SNU-C2B,PD-0325901,1.027768612,0.320025,0.492366953521388,0.13981
SUP-T1,PD-0325901,8,0.031375,21.2120199546706,0.00361400000000001
SW1088,PD-0325901,8,0,1.03054624848828,0.08289
SW1417,PD-0325901,0.047472205,0.5075,0.454094024482121,0.15803
SW1573,PD-0325901,8,0.2315,12.998591429316,0.056468
SW1990,PD-0325901,0.225805432,0.366375,0.97181482687575,0.0596989999999999
SW48,PD-0325901,0.008396589,0.6875,1.27289266570594,0.067156
SW620,PD-0325901,0.00991583,0.6275,0.0269634509104507,0.284608
SW780,PD-0325901,0.288278252,0.4045,0.0923155203935317,0.240136
SW900,PD-0325901,4.372600087,0.0581625,3.72150813960735,0.111904
T-24,PD-0325901,8,0.304625,0.0197058841503796,0.281761
T47D,PD-0325901,8,0,20.9271215598857,0.00433499999999998
T84,PD-0325901,8,0.2094375,18.2297158203859,0.003996
T98G,PD-0325901,8,0,7.3009173161033,0.01712
TCCSUP,PD-0325901,8,0.038775,9.48480457888769,0.0164069999999999
TE-1,PD-0325901,8,0.1527375,0.808255546534914,0.069368
TE-11,PD-0325901,3.257377863,0.2423875,1.55702196498458,0.0902539999999999
TE-15,PD-0325901,0.129075423,0.444825,0.0133361618137864,0.319418
TE-5,PD-0325901,8,0.073775,1.02565455600279,0.064966
TE-9,PD-0325901,8,0.1076375,5.38490139827676,0.02211
TYK-nu,PD-0325901,3.710018873,0.248,0.0151297995467096,0.426688
U-118-MG,PD-0325901,8,0.0389285714285714,0.570812211471615,0.079485
U-2-OS,PD-0325901,5.427963257,0.22375,1.60021020701405,0.146523
U-87-MG,PD-0325901,6.600532055,0.2017125,2.46879949975511,0.0466530000000001
UACC-257,PD-0325901,0.019956499,0.5725,0.0146172637526236,0.402758
UACC-62,PD-0325901,0.010513669,0.66375,3.34937579960651,0.039728
UM-UC-3,PD-0325901,8,0.115625,6.80995151187334,0.090726
VMRC-RCZ,PD-0325901,8,0.088,5.00474769046011,0.085129
WM-115,PD-0325901,0.555520535,0.33275,0.0485036124649053,0.262156
YKG-1,PD-0325901,8,0.1515,0.456618969789196,0.0844819999999999
ZR-75-30,PD-0325901,8,0,6.37619803214834,0.035035
22RV1,PD-0332991,8,0.041625,1.67842524557509,0.225682
5637,PD-0332991,8,0,360.369538212821,0.00392599999999999
639-V,PD-0332991,8,0.084925,21.2154141493916,0.076565
697,PD-0332991,0.847580314,0.2056,0.053520741961582,0.492333
769-P,PD-0332991,6.699622631,0.120125,4.85926406747117,0.091147
786-0,PD-0332991,8,0,2.15439081685671,0.215752
8305C,PD-0332991,5.339308262,0.137675,8.70483832162002,0.153701
8505C,PD-0332991,8,0,10.1708623502438,0.142963
A204,PD-0332991,8,0.143857142857143,0.633910184123976,0.234016
A253,PD-0332991,8,0,36.8723519294994,0.046008
A2780,PD-0332991,8,0.07505,49.4228071080222,0.02725
A375,PD-0332991,8,0.0250375,0.742766165861851,0.285697
A549,PD-0332991,8,0.037375,1.16195507977294,0.225892
A673,PD-0332991,8,0.0462,5.91931658198687,0.108706
AN3-CA,PD-0332991,7.054941654,0.092125,9.45444498783632,0.059836
AsPC-1,PD-0332991,8,0,0.252530561991773,0.280145
AU565,PD-0332991,7.564302444,0.0699875,34.2711536885879,0.073214
BCPAP,PD-0332991,8,0,1.66457027994784,0.174339
BFTC-909,PD-0332991,8,0,4.56275222695109,0.097044
BL-41,PD-0332991,8,0,3.34401439520709,0.141175
BT-20,PD-0332991,8,0,216.379541002372,0.00740399999999997
BT-474,PD-0332991,8,0.208375,150.968921839571,0.00920299999999996
BT-549,PD-0332991,8,0,435.102223485623,0.00250099999999998
C2BBe1,PD-0332991,8,0.0721375,5.70087687084979,0.068628
C32,PD-0332991,8,0.012875,4.21574784335709,0.162586
C3A,PD-0332991,8,0.036975,41.3446487685175,0.041973
CAL-27,PD-0332991,8,0,5.58947854905914,0.167156
CAL-85-1,PD-0332991,8,0.034456625,4.02460995264635,0.162714
Calu-3,PD-0332991,8,0,217.369571632673,0.010221
CAMA-1,PD-0332991,8,0.06026375,0.833936515520265,0.218548
Capan-2,PD-0332991,8,0.028225,21.041275317875,0.090524
CAS-1,PD-0332991,8,0.0678875,67.795444335698,0.035815
CHL-1,PD-0332991,8,0.001575,4.32168771184076,0.125457
COLO-205,PD-0332991,7.191390038,0.1100875,34.1715012534113,0.089863
COLO-320-HSR,PD-0332991,6.83245182,0.096625,11.4626394125574,0.116813
COLO-678,PD-0332991,8,0,14.0822057944866,0.103805
COLO-679,PD-0332991,8,0.0286875,15.7682906092766,0.091965
COR-L23,PD-0332991,8,0.00325,1.22933208306971,0.238401
Daoy,PD-0332991,8,0.0351625,12.2855527640554,0.125828
DBTRG-05MG,PD-0332991,8,0.0340875,9.94451357901355,0.11159
DEL,PD-0332991,2.08740592,0.1477625,554.091591112409,0.002189
Detroit562,PD-0332991,3.174485207,0.1302625,11.0515202755717,0.110156
DK-MG,PD-0332991,8,0.0815375,12.9481769218521,0.124188
DMS-114,PD-0332991,8,0.0751375,81.9576786494119,0.039995
DOHH-2,PD-0332991,4.048234382,0.100555,7.44020200733555,0.100599
DU-145,PD-0332991,8,0,3.46269088764628,0.095912
EB2,PD-0332991,8,0,638.290175194771,0.00200599999999995
EFE-184,PD-0332991,8,0.0098375,281.539286747518,0.00593999999999995
EFM-19,PD-0332991,8,0.0206125,0.815942820002208,0.319963
EFO-21,PD-0332991,8,0,110.988212280278,0.020211
EFO-27,PD-0332991,8,0,2.32057732104643,0.210023
EM-2,PD-0332991,1.934057355,0.1159625,1.2638201510002,0.18826
FADU,PD-0332991,8,0.0018125,6.19306427156047,0.150461
G-361,PD-0332991,8,0.0710375,34.4944002752099,0.08687
